Division_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Borishal,Barguna,2006,Kharif     ,Maize,8605,7374
Borishal,Barguna,2006,Kharif     ,Mashkalai ,17049,42520
Borishal,Barguna,2006,Kharif     ,Mug,222,57
Borishal,Barguna,2006,Kharif     ,Pumkin,1189,292
Borishal,Barguna,2006,Kharif     ,Brinjal,144,55
Borishal,Barguna,2006,Rabi       ,Boro,2,1
Borishal,Barguna,2006,Rabi       ,Chilli,30,19
Borishal,Barguna,2006,Rabi       ,Corriander,2405,8975
Borishal,Barguna,2006,Rabi       ,Garlic,18109,52842
Borishal,Barguna,2006,Rabi       ,Grams,2627,1532
Borishal,Barguna,2006,Rabi       ,Kheshari,29,35
Borishal,Barguna,2006,Rabi       ,Lentil,4,1
Borishal,Barguna,2006,Rabi       ,Mustard,788,5971
Borishal,Barguna,2006,Rabi       ,Onion,144,54
Borishal,Barguna,2006,Rabi       ,Sugarcane,189,4612
Borishal,Barguna,2006,Rabi       ,Sweet Potato,34,18
Borishal,Barguna,2006,Rabi       ,Wheat,917,1265
Borishal,Barguna,2006,Rabi       ,Potato,29164,85101
Borishal,Barguna,2006,Rabi       ,Cabbage,264,149
Borishal,Barguna,2006,Rabi       ,Urad,426,333
Borishal,Barguna,2006,Rabi       ,Wheat,4,1
Borishal,Barguna,2006,Whole Year ,Banana,556,27205
Borishal,Barguna,2006,Whole Year ,Cashewnut,117,31
Borishal,Barguna,2006,Whole Year ,Coconut ,4307,34924554
Borishal,Barguna,2006,Whole Year ,Coriander,155,52
Borishal,Barguna,2006,Whole Year ,Potato,1429,12086
Borishal,Barguna,2006,Whole Year ,Sugarcane,37965,3496956
Borishal,Barguna,2006,Whole Year ,Sunflower,5492,3852
Borishal,Barguna,2006,Whole Year ,Sweet potato,246,1351
Borishal,Barguna,2006,Whole Year ,Tobacco,114,134
Borishal,Barguna,2006,Whole Year ,Turmeric,81,635
Borishal,Barguna,2007,Kharif     ,Jute,7000,1000
Borishal,Barguna,2007,Kharif     ,Aus rice,2000,3000
Borishal,Barguna,2007,Kharif     ,Summer vegetables,1000,1000
Borishal,Barguna,2007,Kharif     ,Cotton,146000,246000
Borishal,Barguna,2007,Kharif     ,Sesame,4000,2000
Borishal,Barguna,2007,Kharif     ,T.Aman,1000,1000
Borishal,Barguna,2007,Kharif     ,B.Aman,1000,3000
Borishal,Barguna,2007,Kharif     ,Soyabean,1000,
Borishal,Barguna,2007,Kharif     ,Groundnut,2000,1000
Borishal,Barguna,2007,Kharif     ,Late Summer Vegetables,8000,6000
Borishal,Barguna,2007,Kharif     ,Chilli,15000,42000
Borishal,Barguna,2007,Kharif     ,Ginger,1000,
Borishal,Barguna,2007,Kharif     ,Maize,1000,
Borishal,Barguna,2007,Rabi       ,Corriander,2000,7000
Borishal,Barguna,2007,Rabi       ,Garlic,21000,57000
Borishal,Barguna,2007,Rabi       ,Grams,2000,1000
Borishal,Barguna,2007,Rabi       ,Kheshari,1000,4000
Borishal,Barguna,2007,Rabi       ,Lentil,1000,1000
Borishal,Barguna,2007,Rabi       ,Mustard,37000,116000
Borishal,Barguna,2007,Rabi       ,Onion,5000,6000
Borishal,Barguna,2007,Whole Year ,Sugarcane,30000,2819000
Borishal,Barguna,2008,Kharif     ,Jute,7173,2554
Borishal,Barguna,2008,Kharif     ,Aus rice,1714,3286
Borishal,Barguna,2008,Kharif     ,Summer vegetables,499,376
Borishal,Barguna,2008,Kharif     ,Cotton,24,37
Borishal,Barguna,2008,Kharif     ,Sesame,514,1276
Borishal,Barguna,2008,Kharif     ,T.Aman,171653,84110
Borishal,Barguna,2008,Kharif     ,B.Aman,2238,1256
Borishal,Barguna,2008,Kharif     ,Soyabean,1205,812
Borishal,Barguna,2008,Kharif     ,Groundnut,843,3937
Borishal,Barguna,2008,Kharif     ,Late Summer Vegetables,482,188
Borishal,Barguna,2008,Kharif     ,Chilli,289,4856
Borishal,Barguna,2008,Kharif     ,Ginger,1607,783
Borishal,Barguna,2008,Kharif     ,Maize,7179,4142
Borishal,Barguna,2008,Kharif     ,Mashkalai ,17596,46242
Borishal,Barguna,2008,Kharif     ,Mug,236,46
Borishal,Barguna,2008,Kharif     ,Pumkin,848,241
Borishal,Barguna,2008,Kharif     ,Brinjal,303,110
Borishal,Barguna,2008,Rabi       ,Boro,9,17
Borishal,Barguna,2008,Rabi       ,Chilli,2500,5155
Borishal,Barguna,2008,Rabi       ,Corriander,19,74
Borishal,Barguna,2008,Rabi       ,Garlic,17250,46506
Borishal,Barguna,2008,Rabi       ,Grams,1318,1078
Borishal,Barguna,2008,Rabi       ,Kheshari,957,8450
Borishal,Barguna,2008,Rabi       ,Lentil,191,65
Borishal,Barguna,2008,Rabi       ,Mustard,171,4081
Borishal,Barguna,2008,Rabi       ,Onion,812,1522
Borishal,Barguna,2008,Rabi       ,Sugarcane,37927,118636
Borishal,Barguna,2008,Rabi       ,Sweet Potato,329,143
Borishal,Barguna,2008,Rabi       ,Wheat,376,252
Borishal,Barguna,2008,Whole Year ,Potato,708,22390
Borishal,Barguna,2008,Whole Year ,Cabbage,90,26
Borishal,Barguna,2008,Whole Year ,Coconut ,3915,35594856
Borishal,Barguna,2008,Whole Year ,Coriander,102,42
Borishal,Barguna,2008,Whole Year ,Potato,1374,12392
Borishal,Barguna,2008,Whole Year ,Sugarcane,26916,2263880
Borishal,Barguna,2008,Whole Year ,Sunflower,3183,2015
Borishal,Barguna,2008,Whole Year ,Sweet potato,110,628
Borishal,Barguna,2008,Whole Year ,Tapioca,3,37
Borishal,Barguna,2008,Whole Year ,Tobacco,225,359
Borishal,Barguna,2008,Whole Year ,Turmeric,64,646
Borishal,Barguna,2009,Kharif     ,Jute,6406,1377
Borishal,Barguna,2009,Kharif     ,Aus rice,2859,3336
Borishal,Barguna,2009,Kharif     ,Summer vegetables,278,138
Borishal,Barguna,2009,Kharif     ,Cotton,66,94
Borishal,Barguna,2009,Kharif     ,Sesame,591,1415
Borishal,Barguna,2009,Kharif     ,T.Aman,123097,71889
Borishal,Barguna,2009,Kharif     ,B.Aman,11704,7970
Borishal,Barguna,2009,Kharif     ,Soyabean,1302,1413
Borishal,Barguna,2009,Kharif     ,Groundnut,1326,4915
Borishal,Barguna,2009,Kharif     ,Late Summer Vegetables,601,154
Borishal,Barguna,2009,Kharif     ,Chilli,197,3190
Borishal,Barguna,2009,Kharif     ,Ginger,1766,512
Borishal,Barguna,2009,Kharif     ,Maize,8370,10437
Borishal,Barguna,2009,Kharif     ,Mashkalai ,19758,56192
Borishal,Barguna,2009,Kharif     ,Mug,146,36
Borishal,Barguna,2009,Kharif     ,Pumkin,908,289
Borishal,Barguna,2009,Kharif     ,Brinjal,307,91
Borishal,Barguna,2009,Rabi       ,Boro,262,56
Borishal,Barguna,2009,Rabi       ,Chilli,17,20
Borishal,Barguna,2009,Rabi       ,Corriander,2297,7695
Borishal,Barguna,2009,Rabi       ,Garlic,2,2
Borishal,Barguna,2009,Rabi       ,Grams,16334,58966
Borishal,Barguna,2009,Rabi       ,Kheshari,2244,1696
Borishal,Barguna,2009,Rabi       ,Lentil,611,4466
Borishal,Barguna,2009,Rabi       ,Mustard,159,63
Borishal,Barguna,2009,Rabi       ,Onion,163,4015
Borishal,Barguna,2009,Rabi       ,Sugarcane,873,1913
Borishal,Barguna,2009,Rabi       ,Sweet Potato,35155,113937
Borishal,Barguna,2009,Rabi       ,Wheat,557,185
Borishal,Barguna,2009,Rabi       ,Urad,646,478
Borishal,Barguna,2009,Whole Year ,Banana,769,40826
Borishal,Barguna,2009,Whole Year ,Cashewnut,98,29
Borishal,Barguna,2009,Whole Year ,Coconut ,3893,22798170
Borishal,Barguna,2009,Whole Year ,Coriander,125,64
Borishal,Barguna,2009,Whole Year ,Potato,1402,12099
Borishal,Barguna,2009,Whole Year ,Sugarcane,27193,2261081
Borishal,Barguna,2009,Whole Year ,Sunflower,3280,2647
Borishal,Barguna,2009,Whole Year ,Sweet potato,226,1332
Borishal,Barguna,2009,Whole Year ,Tapioca,10,131
Borishal,Barguna,2009,Whole Year ,Tobacco,301,508
Borishal,Barguna,2009,Whole Year ,Turmeric,32,387
Borishal,Barguna,2010,Kharif     ,Jute,10943,1182
Borishal,Barguna,2010,Kharif     ,Aus rice,3081,5882
Borishal,Barguna,2010,Kharif     ,Summer vegetables,180,158
Borishal,Barguna,2010,Kharif     ,Cotton,235,98
Borishal,Barguna,2010,Kharif     ,Sesame,148596,159741
Borishal,Barguna,2010,Kharif     ,T.Aman,4010,1941
Borishal,Barguna,2010,Kharif     ,B.Aman,1357,852
Borishal,Barguna,2010,Kharif     ,Soyabean,970,4969
Borishal,Barguna,2010,Kharif     ,Groundnut,2,18
Borishal,Barguna,2010,Kharif     ,Late Summer Vegetables,845,268
Borishal,Barguna,2010,Kharif     ,Chilli,178,3535
Borishal,Barguna,2010,Kharif     ,Ginger,1912,541
Borishal,Barguna,2010,Kharif     ,Maize,6849,9876
Borishal,Barguna,2010,Kharif     ,Mashkalai ,18019,53639
Borishal,Barguna,2010,Kharif     ,Mug,203,34
Borishal,Barguna,2010,Kharif     ,Pumkin,572,165
Borishal,Barguna,2010,Kharif     ,Brinjal,608,257
Borishal,Barguna,2010,Rabi       ,Boro,10,1
Borishal,Barguna,2010,Rabi       ,Chilli,15,29
Borishal,Barguna,2010,Rabi       ,Corriander,2034,4153
Borishal,Barguna,2010,Rabi       ,Garlic,13361,31332
Borishal,Barguna,2010,Rabi       ,Grams,1774,1151
Borishal,Barguna,2010,Rabi       ,Kheshari,18,
Borishal,Barguna,2010,Rabi       ,Lentil,539,4914
Borishal,Barguna,2010,Rabi       ,Mustard,335,118
Borishal,Barguna,2010,Rabi       ,Onion,196,5274
Borishal,Barguna,2010,Rabi       ,Sugarcane,847,1266
Borishal,Barguna,2010,Rabi       ,Sweet Potato,16,39
Borishal,Barguna,2010,Rabi       ,Wheat,43558,131502
Borishal,Barguna,2010,Rabi       ,Potato,334,118
Borishal,Barguna,2010,Rabi       ,Urad,1126,601
Borishal,Barguna,2010,Whole Year ,Banana,923,46782
Borishal,Barguna,2010,Whole Year ,Cashewnut,100,24
Borishal,Barguna,2010,Whole Year ,Coriander,113,77
Borishal,Barguna,2010,Whole Year ,Potato,1138,10817
Borishal,Barguna,2010,Whole Year ,Sugarcane,27719,2311342
Borishal,Barguna,2010,Whole Year ,Sunflower,1048,578
Borishal,Barguna,2010,Whole Year ,Sweet potato,239,3062
Borishal,Barguna,2010,Whole Year ,Tapioca,15,99
Borishal,Barguna,2010,Whole Year ,Tobacco,130,229
Borishal,Barguna,2010,Whole Year ,Turmeric,47,369
Borishal,Barguna,2011,Kharif     ,Jute,8019,1203
Borishal,Barguna,2011,Kharif     ,Aus rice,2353,4958
Borishal,Barguna,2011,Kharif     ,Summer vegetables,175,11
Borishal,Barguna,2011,Kharif     ,Cotton,400,65
Borishal,Barguna,2011,Kharif     ,Sesame,1078,347
Borishal,Barguna,2011,Kharif     ,T.Aman,132056,82799
Borishal,Barguna,2011,Kharif     ,B.Aman,3394,1806
Borishal,Barguna,2011,Kharif     ,Soyabean,65,80
Borishal,Barguna,2011,Kharif     ,Groundnut,930,3084
Borishal,Barguna,2011,Kharif     ,Late Summer Vegetables,506,325
Borishal,Barguna,2011,Kharif     ,Chilli,180,2594
Borishal,Barguna,2011,Kharif     ,Ginger,2102,671
Borishal,Barguna,2011,Kharif     ,Maize,6608,7203
Borishal,Barguna,2011,Kharif     ,Mashkalai ,17342,55719
Borishal,Barguna,2011,Kharif     ,Mug,88,20
Borishal,Barguna,2011,Kharif     ,Pumkin,379,128
Borishal,Barguna,2011,Kharif     ,Brinjal,388,207
Borishal,Barguna,2011,Rabi       ,Boro,12,2
Borishal,Barguna,2011,Rabi       ,Chilli,2,4
Borishal,Barguna,2011,Rabi       ,Corriander,9,7
Borishal,Barguna,2011,Rabi       ,Garlic,1897,2474
Borishal,Barguna,2011,Rabi       ,Grams,2,1
Borishal,Barguna,2011,Rabi       ,Kheshari,14103,45637
Borishal,Barguna,2011,Rabi       ,Lentil,1621,1149
Borishal,Barguna,2011,Rabi       ,Mustard,11,2
Borishal,Barguna,2011,Rabi       ,Onion,877,6805
Borishal,Barguna,2011,Rabi       ,Sugarcane,270,161
Borishal,Barguna,2011,Rabi       ,Onion,196,4013
Borishal,Barguna,2011,Rabi       ,Other  Rabi pulses,17,5
Borishal,Barguna,2011,Rabi       ,Ragi,693,1398
Borishal,Barguna,2011,Rabi       ,Rice,33764,113211
Borishal,Barguna,2011,Rabi       ,Sesamum,284,146
Borishal,Barguna,2011,Rabi       ,Urad,2528,1772
Borishal,Barguna,2011,Whole Year ,Banana,886,55948
Borishal,Barguna,2011,Whole Year ,Cashewnut,76,19
Borishal,Barguna,2011,Whole Year ,Coconut ,3663,29376960
Borishal,Barguna,2011,Whole Year ,Coriander,74,43
Borishal,Barguna,2011,Whole Year ,Potato,1151,15206
Borishal,Barguna,2011,Whole Year ,Sugarcane,28405,2577106
Borishal,Barguna,2011,Whole Year ,Sunflower,1342,927
Borishal,Barguna,2011,Whole Year ,Sweet potato,288,3490
Borishal,Barguna,2011,Whole Year ,Tapioca,10,100
Borishal,Barguna,2011,Whole Year ,Tobacco,51,82
Borishal,Barguna,2011,Whole Year ,Turmeric,31,255
Borishal,Barguna,2012,Kharif     ,Jute,7594,1268
Borishal,Barguna,2012,Kharif     ,Aus rice,1681,4211
Borishal,Barguna,2012,Kharif     ,Summer vegetables,875,18642
Borishal,Barguna,2012,Kharif     ,Cotton,106,1200
Borishal,Barguna,2012,Kharif     ,Sesame,75,20
Borishal,Barguna,2012,Kharif     ,T.Aman,192,73
Borishal,Barguna,2012,Kharif     ,B.Aman,317,405
Borishal,Barguna,2012,Kharif     ,Soyabean,999,276
Borishal,Barguna,2012,Kharif     ,Groundnut,30,546
Borishal,Barguna,2012,Kharif     ,Late Summer Vegetables,135619,86932
Borishal,Barguna,2012,Kharif     ,Chilli,3473,2414
Borishal,Barguna,2012,Kharif     ,Ginger,41,
Borishal,Barguna,2012,Kharif     ,Maize,48,427
Borishal,Barguna,2012,Kharif     ,Mashkalai ,1078,4375
Borishal,Barguna,2012,Kharif     ,Mug,56760,502212
Borishal,Barguna,2012,Kharif     ,Pumkin,389,215
Borishal,Barguna,2012,Kharif     ,Brinjal,153,2921
Borishal,Barguna,2012,Kharif     ,Cucumber,1791,480
Borishal,Barguna,2012,Kharif     ,Green papaya,558,60785
Borishal,Barguna,2012,Kharif     ,Green banana,65,872
Borishal,Barguna,2012,Kharif     ,Potato,240,3618
Borishal,Barguna,2012,Kharif     ,Ragi,6616,5776
Borishal,Barguna,2012,Kharif     ,Rice,12952,45241
Borishal,Barguna,2012,Kharif     ,Sapota,186,2455
Borishal,Barguna,2012,Kharif     ,Sesamum,55,13
Borishal,Barguna,2012,Kharif     ,Small millets,228,67
Borishal,Barguna,2012,Kharif     ,Soyabean,11,20
Borishal,Barguna,2012,Kharif     ,Sugarcane,28106,2491232
Borishal,Barguna,2012,Kharif     ,Sunflower,82,62
Borishal,Barguna,2012,Kharif     ,Sweet potato,44,503
Borishal,Barguna,2012,Kharif     ,Tomato,8521,143886
Borishal,Barguna,2012,Kharif     ,Turmeric,17,190
Borishal,Barguna,2012,Kharif     ,Urad,268,253
Borishal,Barguna,2012,Rabi       ,Boro,13,2
Borishal,Barguna,2012,Rabi       ,Chilli,5,13
Borishal,Barguna,2012,Rabi       ,Corriander,729,15531
Borishal,Barguna,2012,Rabi       ,Garlic,179,2027
Borishal,Barguna,2012,Rabi       ,Grams,49,29
Borishal,Barguna,2012,Rabi       ,Kheshari,226,288
Borishal,Barguna,2012,Rabi       ,Lentil,19,17
Borishal,Barguna,2012,Rabi       ,Mustard,1702,3877
Borishal,Barguna,2012,Rabi       ,Onion,17,13
Borishal,Barguna,2012,Rabi       ,Sugarcane,14610,39725
Borishal,Barguna,2012,Rabi       ,Sweet Potato,2260,1383
Borishal,Barguna,2012,Rabi       ,Wheat,547,3876
Borishal,Barguna,2012,Rabi       ,Potato,236,159
Borishal,Barguna,2012,Rabi       ,Onion,193,2745
Borishal,Barguna,2012,Rabi       ,Other  Rabi pulses,10,12
Borishal,Barguna,2012,Rabi       ,Potato,845,12739
Borishal,Barguna,2012,Rabi       ,Ragi,704,1050
Borishal,Barguna,2012,Rabi       ,Rice,34557,126168
Borishal,Barguna,2012,Rabi       ,Sesamum,347,198
Borishal,Barguna,2012,Rabi       ,Sunflower,812,414
Borishal,Barguna,2012,Rabi       ,Sweet potato,186,2127
Borishal,Barguna,2012,Rabi       ,Tobacco,55,78
Borishal,Barguna,2012,Rabi       ,Tomato,4908,106037
Borishal,Barguna,2012,Rabi       ,Urad,1621,1598
Borishal,Barguna,2012,Whole Year ,Coconut ,3351,28899000
Borishal,Barguna,2013,Kharif     ,Jute,7601,1923
Borishal,Barguna,2013,Kharif     ,Aus rice,1789,3907
Borishal,Barguna,2013,Kharif     ,Summer vegetables,919,19001
Borishal,Barguna,2013,Kharif     ,Cotton,114,2140
Borishal,Barguna,2013,Kharif     ,Sesame,75,24
Borishal,Barguna,2013,Kharif     ,T.Aman,228,107
Borishal,Barguna,2013,Kharif     ,B.Aman,27,16
Borishal,Barguna,2013,Kharif     ,Soyabean,157,391
Borishal,Barguna,2013,Kharif     ,Groundnut,1116,317
Borishal,Barguna,2013,Kharif     ,Late Summer Vegetables,23,417
Borishal,Barguna,2013,Kharif     ,Chilli,143027,142455
Borishal,Barguna,2013,Kharif     ,Ginger,5499,3211
Borishal,Barguna,2013,Kharif     ,Maize,12,10
Borishal,Barguna,2013,Kharif     ,Mashkalai ,46,236
Borishal,Barguna,2013,Kharif     ,Mug,1905,7683
Borishal,Barguna,2013,Kharif     ,Pumkin,66615,588344
Borishal,Barguna,2013,Kharif     ,Brinjal,540,599
Borishal,Barguna,2013,Kharif     ,Cucumber,170,3201
Borishal,Barguna,2013,Kharif     ,Green papaya,1792,520
Borishal,Barguna,2013,Kharif     ,Green banana,280,196
Borishal,Barguna,2013,Kharif     ,Papaya,526,13845
Borishal,Barguna,2013,Kharif     ,Pome Granet,78,1126
Borishal,Barguna,2013,Kharif     ,Ragi,8006,10512
Borishal,Barguna,2013,Kharif     ,Rice,15206,48766
Borishal,Barguna,2013,Kharif     ,Sapota,208,1957
Borishal,Barguna,2013,Kharif     ,Sesamum,20,9
Borishal,Barguna,2013,Kharif     ,Small millets,427,131
Borishal,Barguna,2013,Kharif     ,Soyabean,11,18
Borishal,Barguna,2013,Kharif     ,Sugarcane,28152,2562925
Borishal,Barguna,2013,Kharif     ,Sunflower,66,52
Borishal,Barguna,2013,Kharif     ,Sweet potato,57,669
Borishal,Barguna,2013,Kharif     ,Tobacco,8,15
Borishal,Barguna,2013,Kharif     ,Tomato,8397,232496
Borishal,Barguna,2013,Kharif     ,Turmeric,16,197
Borishal,Barguna,2013,Kharif     ,Urad,365,339
Borishal,Barguna,2013,Rabi       ,Boro,10,3
Borishal,Barguna,2013,Rabi       ,Chilli,2,4
Borishal,Barguna,2013,Rabi       ,Corriander,774,16003
Borishal,Barguna,2013,Rabi       ,Garlic,181,3398
Borishal,Barguna,2013,Rabi       ,Grams,65,39
Borishal,Barguna,2013,Rabi       ,Kheshari,194,483
Borishal,Barguna,2013,Rabi       ,Lentil,10,8
Borishal,Barguna,2013,Rabi       ,Mustard,1751,3488
Borishal,Barguna,2013,Rabi       ,Onion,8,10
Borishal,Barguna,2013,Rabi       ,Sugarcane,12051,32863
Borishal,Barguna,2013,Rabi       ,Sweet Potato,2011,871
Borishal,Barguna,2013,Rabi       ,Wheat,1303,9713
Borishal,Barguna,2013,Rabi       ,Potato,277,173
Borishal,Barguna,2013,Rabi       ,Cabbage,253,5928
Borishal,Barguna,2013,Rabi       ,Other Kharif pulses,4,5
Borishal,Barguna,2013,Rabi       ,Ragi,641,1140
Borishal,Barguna,2013,Rabi       ,Rice,34654,120249
Borishal,Barguna,2013,Rabi       ,Sesamum,370,134
Borishal,Barguna,2013,Rabi       ,Sunflower,1078,860
Borishal,Barguna,2013,Rabi       ,Sweet potato,217,2548
Borishal,Barguna,2013,Rabi       ,Tobacco,64,116
Borishal,Barguna,2013,Rabi       ,Tomato,5199,116546
Borishal,Barguna,2013,Rabi       ,Urad,1119,880
Borishal,Barguna,2013,Whole Year ,Banana,910,50203
Borishal,Barguna,2013,Whole Year ,Cashewnut,75,24
Borishal,Barguna,2013,Whole Year ,Castor seed,228,107
Borishal,Barguna,2013,Whole Year ,Coconut ,2760,19847000
Borishal,Barguna,2013,Whole Year ,Coriander,92,55
Borishal,Barguna,2013,Whole Year ,Potato,1297,22926
Borishal,Barguna,2013,Whole Year ,Sweet potato,274,3217
Borishal,Barguna,2014,Kharif     ,Jute,6840,1669
Borishal,Barguna,2014,Kharif     ,Aus rice,2071,4622
Borishal,Barguna,2014,Kharif     ,Summer vegetables,924,21932
Borishal,Barguna,2014,Kharif     ,Cotton,120,3491
Borishal,Barguna,2014,Kharif     ,Sesame,86,30
Borishal,Barguna,2014,Kharif     ,T.Aman,137,78
Borishal,Barguna,2014,Kharif     ,B.Aman,2,1
Borishal,Barguna,2014,Kharif     ,Soyabean,308,723
Borishal,Barguna,2014,Kharif     ,Groundnut,948,289
Borishal,Barguna,2014,Kharif     ,Late Summer Vegetables,32,932
Borishal,Barguna,2014,Kharif     ,Chilli,122578,72811
Borishal,Barguna,2014,Kharif     ,Ginger,5071,2277
Borishal,Barguna,2014,Kharif     ,Maize,23,16
Borishal,Barguna,2014,Kharif     ,Mashkalai ,55,478
Borishal,Barguna,2014,Kharif     ,Mug,2693,8820
Borishal,Barguna,2014,Kharif     ,Pumkin,64633,462384
Borishal,Barguna,2014,Kharif     ,Brinjal,469,578
Borishal,Barguna,2014,Kharif     ,Cucumber,242,4443
Borishal,Barguna,2014,Kharif     ,Green papaya,1642,501
Borishal,Barguna,2014,Kharif     ,Green banana,27,55
Borishal,Barguna,2014,Kharif     ,Papaya,519,13790
Borishal,Barguna,2014,Kharif     ,Pome Granet,160,1531
Borishal,Barguna,2014,Kharif     ,Potato,302,5186
Borishal,Barguna,2014,Kharif     ,Ragi,4556,3686
Borishal,Barguna,2014,Kharif     ,Rice,13304,44462
Borishal,Barguna,2014,Kharif     ,Sapota,209,1748
Borishal,Barguna,2014,Kharif     ,Sesamum,101,28
Borishal,Barguna,2014,Kharif     ,Small millets,245,97
Borishal,Barguna,2014,Kharif     ,Sugarcane,26147,2066986
Borishal,Barguna,2014,Kharif     ,Sunflower,58,29
Borishal,Barguna,2014,Kharif     ,Tomato,8139,192268
Borishal,Barguna,2014,Kharif     ,Turmeric,17,199
Borishal,Barguna,2014,Kharif     ,Urad,383,508
Borishal,Barguna,2014,Rabi       ,Boro,1,2
Borishal,Barguna,2014,Rabi       ,Chilli,785,18633
Borishal,Barguna,2014,Rabi       ,Corriander,161,4684
Borishal,Barguna,2014,Rabi       ,Garlic,111,57
Borishal,Barguna,2014,Rabi       ,Grams,545,1278
Borishal,Barguna,2014,Rabi       ,Kheshari,10,11
Borishal,Barguna,2014,Rabi       ,Lentil,1693,5287
Borishal,Barguna,2014,Rabi       ,Mustard,7,7
Borishal,Barguna,2014,Rabi       ,Onion,8830,23002
Borishal,Barguna,2014,Rabi       ,Sugarcane,2441,1076
Borishal,Barguna,2014,Rabi       ,Sweet Potato,984,6429
Borishal,Barguna,2014,Rabi       ,Wheat,384,315
Borishal,Barguna,2014,Rabi       ,Potato,199,4534
Borishal,Barguna,2014,Rabi       ,Cabbage,26,32
Borishal,Barguna,2014,Rabi       ,Potato,920,15799
Borishal,Barguna,2014,Rabi       ,Ragi,552,844
Borishal,Barguna,2014,Rabi       ,Rice,27661,87962
Borishal,Barguna,2014,Rabi       ,Sesamum,982,703
Borishal,Barguna,2014,Rabi       ,Sunflower,1310,1104
Borishal,Barguna,2014,Rabi       ,Sweet potato,200,2257
Borishal,Barguna,2014,Rabi       ,Tobacco,47,141
Borishal,Barguna,2014,Rabi       ,Tomato,4998,126185
Borishal,Barguna,2014,Rabi       ,Urad,1749,2520
Borishal,Barguna,2014,Whole Year ,Coconut ,3465,29033000
Borishal,Barguna,2014,Whole Year ,Rice,40965,132424
Borishal,Muladi,1997,Kharif     ,Arhar/Tur,1600,300
Borishal,Muladi,1997,Kharif     ,Bajra,2500,1400
Borishal,Muladi,1997,Kharif     ,Cotton(lint),9800,23400
Borishal,Muladi,1997,Kharif     ,Dry chillies,700,2200
Borishal,Muladi,1997,Kharif     ,Groundnut,400,400
Borishal,Muladi,1997,Kharif     ,Jowar,1100,600
Borishal,Muladi,1997,Kharif     ,Korra,1200,1100
Borishal,Muladi,1997,Kharif     ,Maize,1600,2900
Borishal,Muladi,1997,Kharif     ,Ragi,200,100
Borishal,Muladi,1997,Kharif     ,Rice,214100,429300
Borishal,Muladi,1997,Kharif     ,Samai,2000,800
Borishal,Muladi,1997,Kharif     ,Sesamum,1800,400
Borishal,Muladi,1997,Kharif     ,Sugarcane,15100,1197300
Borishal,Muladi,1997,Kharif     ,Sunflower,300,200
Borishal,Muladi,1997,Kharif     ,Tobacco,13100,17100
Borishal,Muladi,1997,Rabi       ,Dry chillies,700,1200
Borishal,Muladi,1997,Rabi       ,Groundnut,1700,3000
Borishal,Muladi,1997,Rabi       ,Horse-gram,1300,800
Borishal,Muladi,1997,Rabi       ,Jowar,200,200
Borishal,Muladi,1997,Rabi       ,Maize,3600,13700
Borishal,Muladi,1997,Rabi       ,Moong(Green Gram),59500,26500
Borishal,Muladi,1997,Rabi       ,Ragi,100,100
Borishal,Muladi,1997,Rabi       ,Rice,154400,491500
Borishal,Muladi,1997,Rabi       ,Sesamum,1900,200
Borishal,Muladi,1997,Rabi       ,Urad,59900,19300
Borishal,Muladi,1998,Kharif     ,Arhar/Tur,2100,300
Borishal,Muladi,1998,Kharif     ,Bajra,4300,2400
Borishal,Muladi,1998,Kharif     ,Cotton(lint),7900,6300
Borishal,Muladi,1998,Kharif     ,Dry chillies,1100,3300
Borishal,Muladi,1998,Kharif     ,Groundnut,800,900
Borishal,Muladi,1998,Kharif     ,Horse-gram,200,100
Borishal,Muladi,1998,Kharif     ,Jowar,1200,300
Borishal,Muladi,1998,Kharif     ,Korra,1300,1000
Borishal,Muladi,1998,Kharif     ,Maize,1700,3600
Borishal,Muladi,1998,Kharif     ,Moong(Green Gram),100,100
Borishal,Muladi,1998,Kharif     ,Ragi,500,500
Borishal,Muladi,1998,Kharif     ,Rice,256300,386600
Borishal,Muladi,1998,Kharif     ,Samai,2100,700
Borishal,Muladi,1998,Kharif     ,Sesamum,1700,400
Borishal,Muladi,1998,Kharif     ,Small millets,200,100
Borishal,Muladi,1998,Kharif     ,Sunflower,200,100
Borishal,Muladi,1998,Kharif     ,Urad,400,300
Borishal,Muladi,1998,Rabi       ,Dry chillies,1100,2200
Borishal,Muladi,1998,Rabi       ,Groundnut,1500,2500
Borishal,Muladi,1998,Rabi       ,Horse-gram,2200,1200
Borishal,Muladi,1998,Rabi       ,Jowar,100,100
Borishal,Muladi,1998,Rabi       ,Maize,3800,18700
Borishal,Muladi,1998,Rabi       ,Moong(Green Gram),63700,28600
Borishal,Muladi,1998,Rabi       ,Other  Rabi pulses,200,100
Borishal,Muladi,1998,Rabi       ,Ragi,100,100
Borishal,Muladi,1998,Rabi       ,Rice,157600,656600
Borishal,Muladi,1998,Rabi       ,Sesamum,2900,700
Borishal,Muladi,1998,Rabi       ,Urad,63800,19700
Borishal,Muladi,1998,Whole Year ,Sugarcane,16400,1254900
Borishal,Muladi,1998,Whole Year ,Tobacco,7000,15900
Borishal,Muladi,1999,Kharif     ,Bajra,3248,2339
Borishal,Muladi,1999,Kharif     ,Castor seed,10,2
